version;0.3;;;
Digium Certified Asterisk;<= 13.13;CVE-2017-17664;A Remote Crash issue was discovered in Asterisk Open Source 13.x before 13.18.4, 14.x b...;https://nvd.nist.gov/vuln/detail/CVE-2017-17664
Digium Certified Asterisk;<= 13.18;CVE-2018-7284;A Buffer Overflow issue was discovered in Asterisk through 13.19.1, 14.x through 14.7.5...;https://nvd.nist.gov/vuln/detail/CVE-2018-7284
Digium Certified Asterisk;<= 13.18;CVE-2018-7286;An issue was discovered in Asterisk through 13.19.1, 14.x through 14.7.5, and 15.x thro...;https://nvd.nist.gov/vuln/detail/CVE-2018-7286
Digium Certified Asterisk;>= 1.8.0.0 and <= 1.8.15;CVE-2014-2286;main/http.c in Asterisk Open Source 1.8.x before 1.8.26.1, 11.8.x before 11.8.1, and 12...;https://nvd.nist.gov/vuln/detail/CVE-2014-2286
Digium Certified Asterisk;>= 1.8.0.0 and <= 1.8.15;CVE-2014-2287;channels/chan_sip.c in Asterisk Open Source 1.8.x before 1.8.26.1, 11.8.x before 11.8.1...;https://nvd.nist.gov/vuln/detail/CVE-2014-2287
Digium Certified Asterisk;>= 1.8.0.0 and <= 1.8.28.0;CVE-2015-3008;Asterisk Open Source 1.8 before 1.8.32.3, 11.x before 11.17.1, 12.x before 12.8.2, and...;https://nvd.nist.gov/vuln/detail/CVE-2015-3008
Digium Certified Asterisk;>= 1.8.0.0 and <= 1.8.28.0;CVE-2019-13161;An issue was discovered in Asterisk Open Source through 13.27.0, 14.x and 15.x through...;https://nvd.nist.gov/vuln/detail/CVE-2019-13161
Digium Certified Asterisk;>= 1.8.28 and <= 1.8.28.0;CVE-2014-8412;The (1) VoIP channel drivers, (2) DUNDi, and (3) Asterisk Manager Interface (AMI) in As...;https://nvd.nist.gov/vuln/detail/CVE-2014-8412
Digium Certified Asterisk;>= 11.0.0 and <= 11.6.0;CVE-2016-9938;An issue was discovered in Asterisk Open Source 11.x before 11.25.1, 13.x before 13.13....;https://nvd.nist.gov/vuln/detail/CVE-2016-9938
Digium Certified Asterisk;>= 11.0.0 and <= 11.6.0;CVE-2019-13161;An issue was discovered in Asterisk Open Source through 13.27.0, 14.x and 15.x through...;https://nvd.nist.gov/vuln/detail/CVE-2019-13161
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-2286;main/http.c in Asterisk Open Source 1.8.x before 1.8.26.1, 11.8.x before 11.8.1, and 12...;https://nvd.nist.gov/vuln/detail/CVE-2014-2286
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-2287;channels/chan_sip.c in Asterisk Open Source 1.8.x before 1.8.26.1, 11.8.x before 11.8.1...;https://nvd.nist.gov/vuln/detail/CVE-2014-2287
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-4046;Asterisk Open Source 11.x before 11.10.1 and 12.x before 12.3.1 and Certified Asterisk...;https://nvd.nist.gov/vuln/detail/CVE-2014-4046
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-4047;Asterisk Open Source 1.8.x before 1.8.28.1, 11.x before 11.10.1, and 12.x before 12.3.1...;https://nvd.nist.gov/vuln/detail/CVE-2014-4047
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-6610;Asterisk Open Source 11.x before 11.12.1 and 12.x before 12.5.1 and Certified Asterisk...;https://nvd.nist.gov/vuln/detail/CVE-2014-6610
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-8412;The (1) VoIP channel drivers, (2) DUNDi, and (3) Asterisk Manager Interface (AMI) in As...;https://nvd.nist.gov/vuln/detail/CVE-2014-8412
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-8414;ConfBridge in Asterisk 11.x before 11.14.1 and Certified Asterisk 11.6 before 11.6-cert...;https://nvd.nist.gov/vuln/detail/CVE-2014-8414
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-8417;ConfBridge in Asterisk 11.x before 11.14.1, 12.x before 12.7.1, and 13.x before 13.0.1...;https://nvd.nist.gov/vuln/detail/CVE-2014-8417
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-8418;The DB dialplan function in Asterisk Open Source 1.8.x before 1.8.32, 11.x before 11.1....;https://nvd.nist.gov/vuln/detail/CVE-2014-8418
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2014-9374;Double free vulnerability in the WebSocket Server (res_http_websocket module) in Asteri...;https://nvd.nist.gov/vuln/detail/CVE-2014-9374
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2015-3008;Asterisk Open Source 1.8 before 1.8.32.3, 11.x before 11.17.1, 12.x before 12.8.2, and...;https://nvd.nist.gov/vuln/detail/CVE-2015-3008
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2016-2232;Asterisk Open Source 1.8.x, 11.x before 11.21.1, 12.x, and 13.x before 13.7.1 and Certi...;https://nvd.nist.gov/vuln/detail/CVE-2016-2232
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2016-2316;chan_sip in Asterisk Open Source 1.8.x, 11.x before 11.21.1, 12.x, and 13.x before 13.7...;https://nvd.nist.gov/vuln/detail/CVE-2016-2316
Digium Certified Asterisk;>= 11.6 and <= 11.6.0;CVE-2016-7551;chain_sip in Asterisk Open Source 11.x before 11.23.1 and 13.x 13.11.1 and Certified As...;https://nvd.nist.gov/vuln/detail/CVE-2016-7551
Digium Certified Asterisk;>= 13.1 and <= 13.1.0;CVE-2016-2232;Asterisk Open Source 1.8.x, 11.x before 11.21.1, 12.x, and 13.x before 13.7.1 and Certi...;https://nvd.nist.gov/vuln/detail/CVE-2016-2232
Digium Certified Asterisk;>= 13.1 and <= 13.1.0;CVE-2016-2316;chan_sip in Asterisk Open Source 1.8.x, 11.x before 11.21.1, 12.x, and 13.x before 13.7...;https://nvd.nist.gov/vuln/detail/CVE-2016-2316
Digium Certified Asterisk;>= 13.1 and <= 13.21;CVE-2018-17281;There is a stack consumption vulnerability in the res_http_websocket.so module of Aster...;https://nvd.nist.gov/vuln/detail/CVE-2018-17281
Digium Certified Asterisk;>= 13.1 and <= 13.21;CVE-2019-13161;An issue was discovered in Asterisk Open Source through 13.27.0, 14.x and 15.x through...;https://nvd.nist.gov/vuln/detail/CVE-2019-13161
Digium Certified Asterisk;>= 13.1.0 and <= 13.8;CVE-2017-17850;An issue was discovered in Asterisk 13.18.4 and older, 14.7.4 and older, 15.1.4 and old...;https://nvd.nist.gov/vuln/detail/CVE-2017-17850
Digium Certified Asterisk;>= 13.18 and <= 13.21;CVE-2018-12227;An issue was discovered in Asterisk Open Source 13.x before 13.21.1, 14.x before 14.7.7...;https://nvd.nist.gov/vuln/detail/CVE-2018-12227
Digium Certified Asterisk;>= 13.8 and <= 13.8.0;CVE-2016-7551;chain_sip in Asterisk Open Source 11.x before 11.23.1 and 13.x 13.11.1 and Certified As...;https://nvd.nist.gov/vuln/detail/CVE-2016-7551
Digium Open Source;14.2.0;CVE-2017-9359;The multi-part body parser in PJSIP, as used in Asterisk Open Source 13.x before 13.15....;https://nvd.nist.gov/vuln/detail/CVE-2017-9359
Digium Open Source;>= 13.0.0 and <= 13.15.0;CVE-2017-9359;The multi-part body parser in PJSIP, as used in Asterisk Open Source 13.x before 13.15....;https://nvd.nist.gov/vuln/detail/CVE-2017-9359
Digium Open Source;>= 13.0.0 and <= 13.15.0;CVE-2017-9372;PJSIP, as used in Asterisk Open Source 13.x before 13.15.1 and 14.x before 14.4.1, Cert...;https://nvd.nist.gov/vuln/detail/CVE-2017-9372
Digium Open Source;>= 14.0.0 and <= 14.4.0;CVE-2017-9372;PJSIP, as used in Asterisk Open Source 13.x before 13.15.1 and 14.x before 14.4.1, Cert...;https://nvd.nist.gov/vuln/detail/CVE-2017-9372
Digium S800I;1.2.0;CVE-2011-0495;Stack-based buffer overflow in the ast_uri_encode function in main/utils.c in Asterisk...;https://nvd.nist.gov/vuln/detail/CVE-2011-0495
Digium S800I;;CVE-2011-1147;Multiple stack-based and heap-based buffer overflows in the (1) decode_open_type and (2...;https://nvd.nist.gov/vuln/detail/CVE-2011-1147
Digium S800I;>= 1.2.0 and < 1.3.0.3;CVE-2009-2726;The SIP channel driver in Asterisk Open Source 1.2.x before 1.2.34, 1.4.x before 1.4.26...;https://nvd.nist.gov/vuln/detail/CVE-2009-2726
Digium S800I;>= 1.3.0 and <= 1.3.0.4;CVE-2009-3727;Asterisk Open Source 1.2.x before 1.2.35, 1.4.x before 1.4.26.3, 1.6.0.x before 1.6.0.1...;https://nvd.nist.gov/vuln/detail/CVE-2009-3727
Digium S800I;>= 1.3.0 and <= 1.3.0.4;CVE-2009-4055;rtp.c in Asterisk Open Source 1.2.x before 1.2.37, 1.4.x before 1.4.27.1, 1.6.0.x befor...;https://nvd.nist.gov/vuln/detail/CVE-2009-4055
Digium;16.8;CVE-2020-28327;Remote code execution (DoS);https://www.cvedetails.com/cve/CVE-2020-28327
Digium;>= 16.0.0 and < 16.16.2;CVE-2021-46837;Denial of service (DoS);https://www.cvedetails.com/cve/CVE-2021-46837
Digium;>= 17.0.0 and < 17.9.3;CVE-2021-46837;Denial of service (DoS);https://www.cvedetails.com/cve/CVE-2021-46837
Digium;>= 18.0.0 and < 18.2.2;CVE-2021-46837;Denial of service (DoS);https://www.cvedetails.com/cve/CVE-2021-46837
Elastix;2.3.0;CVE-2012-6608;Cross-site scripting (XSS) vulnerability in xmlservices/E_book.php in Elastix 2.3.0 all...;https://nvd.nist.gov/vuln/detail/CVE-2012-6608
Fanvil X210;2.12.20;CVE-2025-64052;An issue was discovered in Fanvil x210 V2 2.12.20 allowing unauthenticated attackers on...;https://nvd.nist.gov/vuln/detail/CVE-2025-64052
Fanvil X210;2.12.20;CVE-2025-64053;A Buffer overflow vulnerability on Fanvil x210 2.12.20 devices allows attackers to caus...;https://nvd.nist.gov/vuln/detail/CVE-2025-64053
Fanvil X210;2.12.20;CVE-2025-64054;A reflected Cross Site Scripting (XSS) vulnerability on Fanvil x210 2.12.20 devices all...;https://nvd.nist.gov/vuln/detail/CVE-2025-64054
Fanvil X210;2.12.20;CVE-2025-64055;An issue was discovered in Fanvil x210 V2 2.12.20 allowing unauthenticated attackers on...;https://nvd.nist.gov/vuln/detail/CVE-2025-64055
Fanvil X210;2.12.20;CVE-2025-64056;File upload vulnerability in Fanvil x210 V2 2.12.20 allows unauthenticated attackers on...;https://nvd.nist.gov/vuln/detail/CVE-2025-64056
Fanvil X210;2.12.20;CVE-2025-64057;Directory traversal vulnerability in Fanvil x210 V2 2.12.20 allows unauthenticated atta...;https://nvd.nist.gov/vuln/detail/CVE-2025-64057
Fortinet FORTIGATE-VOICE-80C;;CVE-2012-4948;The default configuration of Fortinet Fortigate UTM appliances uses the same Certificat...;https://nvd.nist.gov/vuln/detail/CVE-2012-4948
Fortinet FORTIGATE-VOICE-80C;;CVE-2013-1414;Multiple cross-site request forgery (CSRF) vulnerabilities in Fortinet FortiOS on Forti...;https://nvd.nist.gov/vuln/detail/CVE-2013-1414
Fortinet Fortianalyzer BIG Data;6.2.5;CVE-2023-41842;A use of externally-controlled format string vulnerability [CWE-134] vulnerability in F...;https://nvd.nist.gov/vuln/detail/CVE-2023-41842
Fortinet Fortianalyzer BIG Data;7.4.0;CVE-2024-23666;A client-side enforcement of server-side security in Fortinet FortiAnalyzer-BigData at ...;https://nvd.nist.gov/vuln/detail/CVE-2024-23666
Fortinet Fortianalyzer BIG Data;7.4.0;CVE-2024-31496;A stack-based buffer overflow vulnerability [CWE-121] in Fortinet FortiManager version ...;https://nvd.nist.gov/vuln/detail/CVE-2024-31496
Fortinet Fortianalyzer BIG Data;7.4.0;CVE-2024-32116;Multiple relative path traversal vulnerabilities [CWE-23] in Fortinet FortiManager vers...;https://nvd.nist.gov/vuln/detail/CVE-2024-32116
Fortinet Fortianalyzer BIG Data;7.4.0;CVE-2024-32117;An improper limitation of a pathname to a restricted directory ('Path Traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2024-32117
Fortinet Fortianalyzer BIG Data;7.4.0;CVE-2024-32118;Multiple improper neutralization of special elements used in an OS command ('OS Command...;https://nvd.nist.gov/vuln/detail/CVE-2024-32118
Fortinet Fortianalyzer BIG Data;7.4.0;CVE-2024-33501;Two improper neutralization of special elements used in an SQL Command ('SQL Injection'...;https://nvd.nist.gov/vuln/detail/CVE-2024-33501
Fortinet Fortianalyzer BIG Data;7.4.0;CVE-2024-40584;An improper neutralization of special elements used in an OS command ('OS Command Injec...;https://nvd.nist.gov/vuln/detail/CVE-2024-40584
Fortinet Fortianalyzer BIG Data;7.6.0;CVE-2025-49784;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2025-49784
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.2.6;CVE-2023-44255;An exposure of sensitive information to an unauthorized actor [CWE-200] in Fortinet For...;https://nvd.nist.gov/vuln/detail/CVE-2023-44255
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.2.7;CVE-2024-23666;A client-side enforcement of server-side security in Fortinet FortiAnalyzer-BigData at ...;https://nvd.nist.gov/vuln/detail/CVE-2024-23666
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.2.8;CVE-2024-31496;A stack-based buffer overflow vulnerability [CWE-121] in Fortinet FortiManager version ...;https://nvd.nist.gov/vuln/detail/CVE-2024-31496
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.2.8;CVE-2024-32116;Multiple relative path traversal vulnerabilities [CWE-23] in Fortinet FortiManager vers...;https://nvd.nist.gov/vuln/detail/CVE-2024-32116
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.2.8;CVE-2024-32117;An improper limitation of a pathname to a restricted directory ('Path Traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2024-32117
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.2.8;CVE-2024-32118;Multiple improper neutralization of special elements used in an OS command ('OS Command...;https://nvd.nist.gov/vuln/detail/CVE-2024-32118
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.2.8;CVE-2024-40584;An improper neutralization of special elements used in an OS command ('OS Command Injec...;https://nvd.nist.gov/vuln/detail/CVE-2024-40584
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.4.1;CVE-2024-35274;An improper limitation of a pathname to a restricted directory ('Path Traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2024-35274
Fortinet Fortianalyzer BIG Data;>= 6.2.1 and < 7.4.5;CVE-2025-49784;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2025-49784
Fortinet Fortianalyzer BIG Data;>= 6.4.5 and < 7.2.8;CVE-2024-32123;Multiple improper neutralization of special elements used in an os command ('os command...;https://nvd.nist.gov/vuln/detail/CVE-2024-32123
Fortinet Fortianalyzer BIG Data;>= 6.4.5 and < 7.2.8;CVE-2024-33501;Two improper neutralization of special elements used in an SQL Command ('SQL Injection'...;https://nvd.nist.gov/vuln/detail/CVE-2024-33501
Fortinet Fortianalyzer BIG Data;>= 6.4.5 and <= 6.4.7;CVE-2023-41842;A use of externally-controlled format string vulnerability [CWE-134] vulnerability in F...;https://nvd.nist.gov/vuln/detail/CVE-2023-41842
Fortinet Fortianalyzer BIG Data;>= 7.0.1 and <= 7.0.6;CVE-2023-41842;A use of externally-controlled format string vulnerability [CWE-134] vulnerability in F...;https://nvd.nist.gov/vuln/detail/CVE-2023-41842
Fortinet Fortianalyzer BIG Data;>= 7.2.0 and < 7.2.6;CVE-2023-41842;A use of externally-controlled format string vulnerability [CWE-134] vulnerability in F...;https://nvd.nist.gov/vuln/detail/CVE-2023-41842
Fortinet Fortianalyzer BIG Data;>= 7.2.0 and <= 7.2.5;CVE-2023-44254;An authorization bypass through user-controlled key [CWE-639] vulnerability in FortiAna...;https://nvd.nist.gov/vuln/detail/CVE-2023-44254
Fortinet Fortianalyzer BIG Data;>= 7.4.0 and < 7.4.2;CVE-2024-32123;Multiple improper neutralization of special elements used in an os command ('os command...;https://nvd.nist.gov/vuln/detail/CVE-2024-32123
Fortinet Fortisoar Agent Communication Bridge;>= 1.0 and <= 1.1;CVE-2025-54659;An Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2025-54659
Fortinet Fortivoice;7.0.0;CVE-2023-37932;An improper limitation of a pathname to a restricted directory ('path traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2023-37932
Fortinet Fortivoice;7.2.0;CVE-2025-32756;A stack-based buffer overflow vulnerability [CWE-121] vulnerability in Fortinet FortiCa...;https://nvd.nist.gov/vuln/detail/CVE-2025-32756
Fortinet Fortivoice;7.2.0;CVE-2025-47856;Two improper neutralization of special elements used in an OS command ('OS Command Inje...;https://nvd.nist.gov/vuln/detail/CVE-2025-47856
Fortinet Fortivoice;7.2.0;CVE-2025-55717;A cleartext storage of sensitive information vulnerability [CWE-312] vulnerability in F...;https://nvd.nist.gov/vuln/detail/CVE-2025-55717
Fortinet Fortivoice;>= 5.3.0 and <= 5.3.26;CVE-2021-42755;An integer overflow / wraparound vulnerability [CWE-190] in FortiSwitch 7.0.2 and below...;https://nvd.nist.gov/vuln/detail/CVE-2021-42755
Fortinet Fortivoice;>= 6.0.0 and < 6.0.7;CVE-2021-24008;An exposure of sensitive system information to an unauthorized control sphere vulnerabi...;https://nvd.nist.gov/vuln/detail/CVE-2021-24008
Fortinet Fortivoice;>= 6.0.0 and < 6.4.10;CVE-2024-40587;An improper neutralization of special elements used in an OS command ('OS Command Injec...;https://nvd.nist.gov/vuln/detail/CVE-2024-40587
Fortinet Fortivoice;>= 6.0.0 and < 6.4.10;CVE-2024-40588;Multiple relative path traversal vulnerabilities [CWE-23] vulnerability in Fortinet For...;https://nvd.nist.gov/vuln/detail/CVE-2024-40588
Fortinet Fortivoice;>= 6.0.0 and < 6.4.9;CVE-2022-23439;A externally controlled reference to a resource in another sphere vulnerability in Fort...;https://nvd.nist.gov/vuln/detail/CVE-2022-23439
Fortinet Fortivoice;>= 6.0.0 and < 6.4.9;CVE-2023-37931;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2023-37931
Fortinet Fortivoice;>= 6.0.0 and < 6.4.9;CVE-2024-26013;A improper restriction of communication channel to intended endpoints vulnerability [CW...;https://nvd.nist.gov/vuln/detail/CVE-2024-26013
Fortinet Fortivoice;>= 6.0.0 and < 6.4.9;CVE-2024-50565;A improper restriction of communication channel to intended endpoints vulnerability [CW...;https://nvd.nist.gov/vuln/detail/CVE-2024-50565
Fortinet Fortivoice;>= 6.0.0 and <= 6.0.10;CVE-2021-42757;A buffer overflow [CWE-121] in the TFTP client library of FortiOS before 6.4.7 and Fort...;https://nvd.nist.gov/vuln/detail/CVE-2021-42757
Fortinet Fortivoice;>= 6.0.0 and <= 6.0.11;CVE-2022-27488;A cross-site request forgery (CSRF) in Fortinet FortiVoiceEnterprise version 6.4.x, 6.0...;https://nvd.nist.gov/vuln/detail/CVE-2022-27488
Fortinet Fortivoice;>= 6.0.0 and <= 6.0.12;CVE-2023-37932;An improper limitation of a pathname to a restricted directory ('path traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2023-37932
Fortinet Fortivoice;>= 6.0.0 and <= 6.0.12;CVE-2023-40720;An authorization bypass through user-controlled key vulnerability [CWE-639] in FortiVoi...;https://nvd.nist.gov/vuln/detail/CVE-2023-40720
Fortinet Fortivoice;>= 6.0.0 and <= 6.0.12;CVE-2025-64156;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2025-64156
Fortinet Fortivoice;>= 6.0.0 and <= 6.0.1;CVE-2020-9294;An improper authentication vulnerability in FortiMail 5.4.10, 6.0.7, 6.2.2 and earlier ...;https://nvd.nist.gov/vuln/detail/CVE-2020-9294
Fortinet Fortivoice;>= 6.0.0 and <= 6.4.10;CVE-2024-48884;A improper limitation of a pathname to a restricted directory ('path traversal') vulner...;https://nvd.nist.gov/vuln/detail/CVE-2024-48884
Fortinet Fortivoice;>= 6.0.0 and <= 6.4.10;CVE-2024-48885;A improper limitation of a pathname to a restricted directory ('path traversal') vulner...;https://nvd.nist.gov/vuln/detail/CVE-2024-48885
Fortinet Fortivoice;>= 6.0.0 and <= 6.4.3;CVE-2021-42755;An integer overflow / wraparound vulnerability [CWE-190] in FortiSwitch 7.0.2 and below...;https://nvd.nist.gov/vuln/detail/CVE-2021-42755
Fortinet Fortivoice;>= 6.0.7 and < 6.4.10;CVE-2024-47569;A insertion of sensitive information into sent data vulnerability in Fortinet FortiMail...;https://nvd.nist.gov/vuln/detail/CVE-2024-47569
Fortinet Fortivoice;>= 6.4.0 and < 6.4.11;CVE-2025-32756;A stack-based buffer overflow vulnerability [CWE-121] vulnerability in Fortinet FortiCa...;https://nvd.nist.gov/vuln/detail/CVE-2025-32756
Fortinet Fortivoice;>= 6.4.0 and < 6.4.11;CVE-2025-47856;Two improper neutralization of special elements used in an OS command ('OS Command Inje...;https://nvd.nist.gov/vuln/detail/CVE-2025-47856
Fortinet Fortivoice;>= 6.4.0 and < 6.4.8;CVE-2023-37932;An improper limitation of a pathname to a restricted directory ('path traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2023-37932
Fortinet Fortivoice;>= 6.4.0 and <= 6.4.11;CVE-2025-64156;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2025-64156
Fortinet Fortivoice;>= 6.4.0 and <= 6.4.4;CVE-2021-42757;A buffer overflow [CWE-121] in the TFTP client library of FortiOS before 6.4.7 and Fort...;https://nvd.nist.gov/vuln/detail/CVE-2021-42757
Fortinet Fortivoice;>= 6.4.0 and <= 6.4.7;CVE-2022-27488;A cross-site request forgery (CSRF) in Fortinet FortiVoiceEnterprise version 6.4.x, 6.0...;https://nvd.nist.gov/vuln/detail/CVE-2022-27488
Fortinet Fortivoice;>= 6.4.0 and <= 6.4.8;CVE-2023-40720;An authorization bypass through user-controlled key vulnerability [CWE-639] in FortiVoi...;https://nvd.nist.gov/vuln/detail/CVE-2023-40720
Fortinet Fortivoice;>= 7.0.0 and < 7.0.2;CVE-2023-37931;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2023-37931
Fortinet Fortivoice;>= 7.0.0 and < 7.0.2;CVE-2024-23104;An exposure of sensitive information to an unauthorized actor vulnerability in Fortinet...;https://nvd.nist.gov/vuln/detail/CVE-2024-23104
Fortinet Fortivoice;>= 7.0.0 and < 7.0.3;CVE-2024-26013;A improper restriction of communication channel to intended endpoints vulnerability [CW...;https://nvd.nist.gov/vuln/detail/CVE-2024-26013
Fortinet Fortivoice;>= 7.0.0 and < 7.0.3;CVE-2024-50565;A improper restriction of communication channel to intended endpoints vulnerability [CW...;https://nvd.nist.gov/vuln/detail/CVE-2024-50565
Fortinet Fortivoice;>= 7.0.0 and < 7.0.5;CVE-2024-40587;An improper neutralization of special elements used in an OS command ('OS Command Injec...;https://nvd.nist.gov/vuln/detail/CVE-2024-40587
Fortinet Fortivoice;>= 7.0.0 and < 7.0.5;CVE-2024-40588;Multiple relative path traversal vulnerabilities [CWE-23] vulnerability in Fortinet For...;https://nvd.nist.gov/vuln/detail/CVE-2024-40588
Fortinet Fortivoice;>= 7.0.0 and < 7.0.5;CVE-2024-47569;A insertion of sensitive information into sent data vulnerability in Fortinet FortiMail...;https://nvd.nist.gov/vuln/detail/CVE-2024-47569
Fortinet Fortivoice;>= 7.0.0 and < 7.0.7;CVE-2025-32756;A stack-based buffer overflow vulnerability [CWE-121] vulnerability in Fortinet FortiCa...;https://nvd.nist.gov/vuln/detail/CVE-2025-32756
Fortinet Fortivoice;>= 7.0.0 and < 7.0.7;CVE-2025-47856;Two improper neutralization of special elements used in an OS command ('OS Command Inje...;https://nvd.nist.gov/vuln/detail/CVE-2025-47856
Fortinet Fortivoice;>= 7.0.0 and < 7.0.7;CVE-2025-55717;A cleartext storage of sensitive information vulnerability [CWE-312] vulnerability in F...;https://nvd.nist.gov/vuln/detail/CVE-2025-55717
Fortinet Fortivoice;>= 7.0.0 and < 7.0.8;CVE-2025-58692;An improper neutralization of special elements used in an SQL Command ("SQL Injection")...;https://nvd.nist.gov/vuln/detail/CVE-2025-58692
Fortinet Fortivoice;>= 7.0.0 and < 7.0.8;CVE-2025-58693;An improper limitation of a pathname to a restricted directory ('path traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2025-58693
Fortinet Fortivoice;>= 7.0.0 and < 7.0.8;CVE-2025-60024;Multiple Improper Limitations of a Pathname to a Restricted Directory ('Path Traversal'...;https://nvd.nist.gov/vuln/detail/CVE-2025-60024
Fortinet Fortivoice;>= 7.0.0 and <= 7.0.1;CVE-2023-40720;An authorization bypass through user-controlled key vulnerability [CWE-639] in FortiVoi...;https://nvd.nist.gov/vuln/detail/CVE-2023-40720
Fortinet Fortivoice;>= 7.0.0 and <= 7.0.5;CVE-2024-48884;A improper limitation of a pathname to a restricted directory ('path traversal') vulner...;https://nvd.nist.gov/vuln/detail/CVE-2024-48884
Fortinet Fortivoice;>= 7.0.0 and <= 7.0.5;CVE-2024-48885;A improper limitation of a pathname to a restricted directory ('path traversal') vulner...;https://nvd.nist.gov/vuln/detail/CVE-2024-48885
Fortinet Fortivoice;>= 7.0.0 and <= 7.0.7;CVE-2025-64156;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2025-64156
Fortinet Fortivoice;>= 7.2.0 and < 7.2.3;CVE-2025-58692;An improper neutralization of special elements used in an SQL Command ("SQL Injection")...;https://nvd.nist.gov/vuln/detail/CVE-2025-58692
Fortinet Fortivoice;>= 7.2.0 and < 7.2.3;CVE-2025-58693;An improper limitation of a pathname to a restricted directory ('path traversal') vulne...;https://nvd.nist.gov/vuln/detail/CVE-2025-58693
Fortinet Fortivoice;>= 7.2.0 and < 7.2.3;CVE-2025-60024;Multiple Improper Limitations of a Pathname to a Restricted Directory ('Path Traversal'...;https://nvd.nist.gov/vuln/detail/CVE-2025-60024
Fortinet Fortivoice;>= 7.2.0 and <= 7.2.1;CVE-2025-64156;An improper neutralization of special elements used in an sql command ('sql injection')...;https://nvd.nist.gov/vuln/detail/CVE-2025-64156
Freeswitch;1.2;CVE-2013-2238;Multiple buffer overflows in the switch_perform_substitution function in switch_regex.c...;https://nvd.nist.gov/vuln/detail/CVE-2013-2238
Freeswitch;1.6.0;CVE-2015-7392;Heap-based buffer overflow in the parse_string function in libs/esl/src/esl_json.c in F...;https://nvd.nist.gov/vuln/detail/CVE-2015-7392
Freeswitch;< 1.10.10;CVE-2023-40018;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2023-40018
Freeswitch;< 1.10.10;CVE-2023-40019;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2023-40019
Freeswitch;< 1.10.11;CVE-2023-51443;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2023-51443
Freeswitch;< 1.10.6;CVE-2021-41157;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2021-41157
Freeswitch;< 1.10.7;CVE-2021-37624;FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from...;https://nvd.nist.gov/vuln/detail/CVE-2021-37624
